cardID,username,condition,price,id,inCart,isSold
194,username207,Heavily Played,$74.16 ,listing972,0,0
194,username36,Lightly Played,$42.54 ,listing973,0,0
194,username208,Lightly Played,$3.44 ,listing974,0,0
195,username13,Heavily Played,$76.76 ,listing975,0,0
195,username55,Lightly Played,$47.58 ,listing976,0,0
195,username54,Moderately Played,$50.95 ,listing977,0,0
195,username214,Near Mint,$40.57 ,listing978,0,0
195,username120,Damaged,$79.54 ,listing979,0,0
196,username216,Lightly Played,$1.58 ,listing980,0,0
196,username36,Heavily Played,$57.18 ,listing981,0,0
196,username132,Lightly Played,$69.16 ,listing982,0,0
196,username4,Moderately Played,$89.98 ,listing983,0,0
196,username183,Lightly Played,$3.99 ,listing984,0,0
197,username249,Lightly Played,$92.39 ,listing985,0,0
197,username51,Lightly Played,$34.14 ,listing986,0,0
197,username222,Moderately Played,$90.28 ,listing987,0,0
197,username128,Near Mint,$23.89 ,listing988,0,0
197,username15,Near Mint,$91.66 ,listing989,0,0
198,username79,Moderately Played,$95.24 ,listing990,0,0
198,username28,Lightly Played,$34.01 ,listing991,0,0
198,username139,Damaged,$78.92 ,listing992,0,0
198,username237,Near Mint,$66.72 ,listing993,0,0
198,username102,Moderately Played,$39.60 ,listing994,0,0
199,username160,Damaged,$8.28 ,listing995,0,0
199,username151,Heavily Played,$14.81 ,listing996,0,0
199,username207,Moderately Played,$11.92 ,listing997,0,0
199,username239,Heavily Played,$81.80 ,listing998,0,0
199,username126,Lightly Played,$16.71 ,listing999,0,0
200,username139,Near Mint,$52.60 ,listing1000,0,0
200,username123,Lightly Played,$89.16 ,listing1001,0,0
200,username200,Moderately Played,$70.77 ,listing1002,0,0
200,username93,Moderately Played,$52.07 ,listing1003,0,0
200,username235,Lightly Played,$49.23 ,listing1004,0,0
201,username12,Near Mint,$31.05 ,listing1005,0,0
201,username69,Moderately Played,$54.29 ,listing1006,0,0
201,username54,Damaged,$87.07 ,listing1007,0,0
201,username68,Damaged,$0.66 ,listing1008,0,0
201,username219,Heavily Played,$0.44 ,listing1009,0,0
202,username122,Near Mint,$60.21 ,listing1010,0,0
202,username133,Damaged,$61.11 ,listing1011,0,0
202,username238,Lightly Played,$37.48 ,listing1012,0,0
202,username122,Heavily Played,$14.57 ,listing1013,0,0
202,username20,Moderately Played,$53.78 ,listing1014,0,0
203,username15,Moderately Played,$25.22 ,listing1015,0,0
203,username142,Moderately Played,$49.56 ,listing1016,0,0
203,username240,Near Mint,$69.67 ,listing1017,0,0
203,username145,Near Mint,$56.07 ,listing1018,0,0
203,username122,Heavily Played,$28.84 ,listing1019,0,0
204,username101,Damaged,$11.44 ,listing1020,0,0
204,username115,Heavily Played,$52.55 ,listing1021,0,0
204,username238,Damaged,$81.23 ,listing1022,0,0
204,username107,Near Mint,$0.52 ,listing1023,0,0
204,username141,Lightly Played,$8.22 ,listing1024,0,0
205,username28,Heavily Played,$53.90 ,listing1025,0,0
205,username152,Damaged,$39 ,listing1026,0,0
205,username244,Lightly Played,$39.89 ,listing1027,0,0
205,username202,Heavily Played,$75.07 ,listing1028,0,0
205,username232,Lightly Played,$15.03 ,listing1029,0,0
206,username20,Near Mint,$45.15 ,listing1030,0,0
206,username106,Heavily Played,$23.54 ,listing1031,0,0
206,username49,Moderately Played,$85.87 ,listing1032,0,0
206,username35,Near Mint,$78.75 ,listing1033,0,0
206,username33,Near Mint,$58.55 ,listing1034,0,0
207,username87,Moderately Played,$22.74 ,listing1035,0,0
207,username19,Heavily Played,$63.42 ,listing1036,0,0
207,username157,Near Mint,$18.91 ,listing1037,0,0
207,username123,Lightly Played,$75.45 ,listing1038,0,0
207,username69,Damaged,$48.32 ,listing1039,0,0
208,username216,Moderately Played,$64.80 ,listing1040,0,0
208,username211,Damaged,$87.74 ,listing1041,0,0
208,username214,Near Mint,$81.56 ,listing1042,0,0
208,username198,Lightly Played,$44.70 ,listing1043,0,0
208,username113,Moderately Played,$7.84 ,listing1044,0,0
209,username154,Near Mint,$18.30 ,listing1045,0,0
209,username89,Damaged,$50.43 ,listing1046,0,0
209,username167,Heavily Played,$70.48 ,listing1047,0,0
209,username231,Lightly Played,$66.54 ,listing1048,0,0
209,username11,Damaged,$31.51 ,listing1049,0,0
210,username138,Moderately Played,$89.20 ,listing1050,0,0
210,username156,Lightly Played,$38.28 ,listing1051,0,0
210,username246,Near Mint,$84.43 ,listing1052,0,0
210,username96,Moderately Played,$85.44 ,listing1053,0,0
210,username63,Heavily Played,$33.31 ,listing1054,0,0
211,username241,Near Mint,$10.95 ,listing1055,0,0
211,username208,Heavily Played,$47.39 ,listing1056,0,0
211,username92,Heavily Played,$20.31 ,listing1057,0,0
211,username163,Damaged,$46.84 ,listing1058,0,0
211,username73,Damaged,$23.06 ,listing1059,0,0
212,username85,Damaged,$4.44 ,listing1060,0,0
212,username118,Heavily Played,$19.90 ,listing1061,0,0
212,username96,Damaged,$48.85 ,listing1062,0,0
212,username170,Near Mint,$52.07 ,listing1063,0,0
212,username143,Near Mint,$43.06 ,listing1064,0,0
213,username207,Lightly Played,$28.32 ,listing1065,0,0
213,username235,Moderately Played,$81.21 ,listing1066,0,0
213,username19,Damaged,$84.21 ,listing1067,0,0
213,username192,Near Mint,$68.32 ,listing1068,0,0
213,username70,Damaged,$30.49 ,listing1069,0,0
214,username94,Damaged,$99.51 ,listing1070,0,0
214,username76,Heavily Played,$66.30 ,listing1071,0,0
214,username156,Lightly Played,$21.53 ,listing1072,0,0
214,username193,Damaged,$98.14 ,listing1073,0,0
214,username190,Damaged,$83.87 ,listing1074,0,0
215,username102,Lightly Played,$38.50 ,listing1075,0,0
215,username167,Moderately Played,$29.24 ,listing1076,0,0
215,username209,Near Mint,$84.49 ,listing1077,0,0
215,username110,Moderately Played,$42.64 ,listing1078,0,0
215,username152,Heavily Played,$87.94 ,listing1079,0,0
216,username168,Near Mint,$44.98 ,listing1080,0,0
216,username227,Lightly Played,$35.92 ,listing1081,0,0
216,username143,Heavily Played,$7.55 ,listing1082,0,0
216,username63,Damaged,$94.28 ,listing1083,0,0
216,username89,Lightly Played,$30.59 ,listing1084,0,0
217,username103,Heavily Played,$94.91 ,listing1085,0,0
217,username80,Moderately Played,$15.54 ,listing1086,0,0
217,username204,Lightly Played,$30.07 ,listing1087,0,0
217,username162,Damaged,$46.20 ,listing1088,0,0
217,username7,Damaged,$70.39 ,listing1089,0,0
218,username84,Near Mint,$32.95 ,listing1090,0,0
218,username146,Near Mint,$59.28 ,listing1091,0,0
218,username51,Near Mint,$63.02 ,listing1092,0,0
218,username67,Lightly Played,$12.73 ,listing1093,0,0
218,username182,Heavily Played,$18.63 ,listing1094,0,0
219,username241,Near Mint,$11.39 ,listing1095,0,0
219,username144,Heavily Played,$74.03 ,listing1096,0,0
219,username163,Damaged,$95 ,listing1097,0,0
219,username99,Damaged,$53.81 ,listing1098,0,0
219,username9,Moderately Played,$84.27 ,listing1099,0,0
220,username90,Moderately Played,$66.11 ,listing1100,0,0
220,username182,Moderately Played,$87.33 ,listing1101,0,0
220,username235,Moderately Played,$16.24 ,listing1102,0,0
220,username237,Lightly Played,$39.13 ,listing1103,0,0
220,username70,Damaged,$35.76 ,listing1104,0,0
221,username223,Lightly Played,$98.80 ,listing1105,0,0
221,username55,Lightly Played,$73.76 ,listing1106,0,0
221,username76,Near Mint,$63.90 ,listing1107,0,0
221,username90,Lightly Played,$34.70 ,listing1108,0,0
221,username177,Moderately Played,$83.72 ,listing1109,0,0
222,username215,Heavily Played,$30.62 ,listing1110,0,0
222,username49,Near Mint,$46.63 ,listing1111,0,0
222,username43,Moderately Played,$83.18 ,listing1112,0,0
222,username5,Near Mint,$27.33 ,listing1113,0,0
222,username2,Near Mint,$10.79 ,listing1114,0,0
223,username113,Damaged,$95.63 ,listing1115,0,0
223,username69,Lightly Played,$67.46 ,listing1116,0,0
223,username177,Damaged,$95.95 ,listing1117,0,0
223,username239,Near Mint,$35.19 ,listing1118,0,0
223,username30,Damaged,$52.55 ,listing1119,0,0
224,username142,Near Mint,$44.40 ,listing1120,0,0
224,username155,Moderately Played,$62.87 ,listing1121,0,0
224,username86,Damaged,$95.16 ,listing1122,0,0
224,username213,Moderately Played,$98.98 ,listing1123,0,0
224,username151,Heavily Played,$70.51 ,listing1124,0,0
225,username51,Damaged,$37.26 ,listing1125,0,0
225,username82,Moderately Played,$37.90 ,listing1126,0,0
225,username118,Near Mint,$4.56 ,listing1127,0,0
225,username123,Near Mint,$89.10 ,listing1128,0,0
225,username122,Damaged,$61.36 ,listing1129,0,0
226,username176,Moderately Played,$17.91 ,listing1130,0,0
226,username172,Near Mint,$59.95 ,listing1131,0,0
226,username117,Near Mint,$23.36 ,listing1132,0,0
226,username173,Damaged,$25.66 ,listing1133,0,0
226,username245,Damaged,$92.32 ,listing1134,0,0
227,username247,Near Mint,$77.68 ,listing1135,0,0
227,username65,Near Mint,$45.67 ,listing1136,0,0
227,username228,Moderately Played,$68.07 ,listing1137,0,0
227,username74,Damaged,$80.68 ,listing1138,0,0
227,username181,Heavily Played,$55.53 ,listing1139,0,0
228,username35,Lightly Played,$35.07 ,listing1140,0,0
228,username241,Damaged,$40.53 ,listing1141,0,0
228,username30,Near Mint,$41.03 ,listing1142,0,0
228,username23,Lightly Played,$62.38 ,listing1143,0,0
228,username4,Lightly Played,$20.89 ,listing1144,0,0
229,username133,Damaged,$74.15 ,listing1145,0,0
229,username247,Lightly Played,$79.80 ,listing1146,0,0
229,username235,Moderately Played,$64.28 ,listing1147,0,0
229,username232,Lightly Played,$14.05 ,listing1148,0,0
229,username192,Heavily Played,$68.77 ,listing1149,0,0
230,username4,Lightly Played,$65.45 ,listing1150,0,0
230,username130,Moderately Played,$69.77 ,listing1151,0,0
230,username122,Heavily Played,$58.04 ,listing1152,0,0
230,username175,Damaged,$75.55 ,listing1153,0,0
230,username207,Lightly Played,$21.37 ,listing1154,0,0
231,username173,Near Mint,$28.96 ,listing1155,0,0
231,username45,Near Mint,$32.73 ,listing1156,0,0
231,username135,Lightly Played,$44.36 ,listing1157,0,0
231,username113,Damaged,$4.48 ,listing1158,0,0
231,username130,Moderately Played,$97.04 ,listing1159,0,0
232,username241,Damaged,$55.49 ,listing1160,0,0
232,username67,Heavily Played,$4.75 ,listing1161,0,0
232,username26,Damaged,$71.94 ,listing1162,0,0
232,username209,Damaged,$23.05 ,listing1163,0,0
232,username172,Near Mint,$22.36 ,listing1164,0,0
233,username199,Moderately Played,$96.02 ,listing1165,0,0
233,username74,Moderately Played,$92.66 ,listing1166,0,0
233,username25,Heavily Played,$37.05 ,listing1167,0,0
233,username157,Near Mint,$47.78 ,listing1168,0,0
233,username210,Heavily Played,$97.31 ,listing1169,0,0
234,username233,Damaged,$53.23 ,listing1170,0,0
234,username81,Moderately Played,$10.01 ,listing1171,0,0
234,username70,Damaged,$79.27 ,listing1172,0,0
234,username177,Moderately Played,$11.72 ,listing1173,0,0
234,username229,Lightly Played,$25.79 ,listing1174,0,0
235,username63,Lightly Played,$79.48 ,listing1175,0,0
235,username173,Lightly Played,$99.43 ,listing1176,0,0
235,username209,Damaged,$90.78 ,listing1177,0,0
235,username57,Damaged,$13.14 ,listing1178,0,0
235,username139,Damaged,$35.67 ,listing1179,0,0
236,username117,Lightly Played,$18.16 ,listing1180,0,0
236,username151,Moderately Played,$91.91 ,listing1181,0,0
236,username117,Near Mint,$5.09 ,listing1182,0,0
236,username68,Damaged,$47.78 ,listing1183,0,0
236,username248,Heavily Played,$93.03 ,listing1184,0,0
237,username235,Heavily Played,$19.07 ,listing1185,0,0
237,username70,Moderately Played,$99.91 ,listing1186,0,0
237,username183,Heavily Played,$64.52 ,listing1187,0,0
237,username181,Moderately Played,$43.85 ,listing1188,0,0
237,username10,Moderately Played,$17.52 ,listing1189,0,0
238,username164,Heavily Played,$53.47 ,listing1190,0,0
238,username191,Heavily Played,$52.61 ,listing1191,0,0
238,username196,Heavily Played,$22.75 ,listing1192,0,0
238,username60,Lightly Played,$43.04 ,listing1193,0,0
238,username42,Lightly Played,$96.22 ,listing1194,0,0
239,username216,Damaged,$98.79 ,listing1195,0,0
239,username68,Heavily Played,$37.06 ,listing1196,0,0
239,username104,Heavily Played,$73.71 ,listing1197,0,0
239,username199,Moderately Played,$75.49 ,listing1198,0,0
239,username161,Near Mint,$94.03 ,listing1199,0,0
240,username113,Lightly Played,$45.85 ,listing1200,0,0
240,username220,Moderately Played,$13.28 ,listing1201,0,0
240,username204,Moderately Played,$51.83 ,listing1202,0,0
240,username72,Damaged,$4.73 ,listing1203,0,0
240,username133,Lightly Played,$70.81 ,listing1204,0,0
241,username157,Near Mint,$71.49 ,listing1205,0,0
241,username171,Heavily Played,$64.42 ,listing1206,0,0
241,username130,Moderately Played,$37.20 ,listing1207,0,0
241,username226,Lightly Played,$79.37 ,listing1208,0,0
241,username61,Near Mint,$59.52 ,listing1209,0,0
242,username85,Moderately Played,$65.10 ,listing1210,0,0
242,username208,Lightly Played,$17.86 ,listing1211,0,0
242,username222,Near Mint,$26.62 ,listing1212,0,0
242,username216,Moderately Played,$24.76 ,listing1213,0,0
242,username142,Near Mint,$33.23 ,listing1214,0,0
243,username74,Lightly Played,$80.36 ,listing1215,0,0
243,username43,Heavily Played,$91.77 ,listing1216,0,0
243,username119,Near Mint,$51.13 ,listing1217,0,0
243,username102,Damaged,$23.54 ,listing1218,0,0
243,username216,Moderately Played,$10.61 ,listing1219,0,0
244,username138,Near Mint,$25.54 ,listing1220,0,0
244,username47,Damaged,$37.82 ,listing1221,0,0
244,username115,Heavily Played,$29.16 ,listing1222,0,0
244,username222,Lightly Played,$62.65 ,listing1223,0,0
244,username170,Lightly Played,$46 ,listing1224,0,0
245,username60,Heavily Played,$0.28 ,listing1225,0,0
245,username182,Damaged,$36.04 ,listing1226,0,0
245,username141,Heavily Played,$12.54 ,listing1227,0,0
245,username129,Damaged,$73.97 ,listing1228,0,0
245,username202,Moderately Played,$68.04 ,listing1229,0,0
246,username243,Near Mint,$81.25 ,listing1230,0,0
246,username20,Near Mint,$81.13 ,listing1231,0,0
246,username102,Heavily Played,$87.26 ,listing1232,0,0
246,username35,Damaged,$1.87 ,listing1233,0,0
246,username237,Damaged,$93.81 ,listing1234,0,0
247,username240,Near Mint,$29.54 ,listing1235,0,0
247,username61,Near Mint,$65.89 ,listing1236,0,0
247,username0,Heavily Played,$15.85 ,listing1237,0,0
247,username248,Heavily Played,$78.59 ,listing1238,0,0
247,username219,Heavily Played,$99.43 ,listing1239,0,0
248,username27,Near Mint,$96.94 ,listing1240,0,0
248,username70,Lightly Played,$17.80 ,listing1241,0,0
248,username124,Moderately Played,$12.21 ,listing1242,0,0
248,username55,Near Mint,$48.04 ,listing1243,0,0
248,username201,Damaged,$58.20 ,listing1244,0,0
249,username219,Heavily Played,$76.79 ,listing1245,0,0
249,username104,Heavily Played,$12.69 ,listing1246,0,0
249,username13,Damaged,$37.80 ,listing1247,0,0
249,username240,Lightly Played,$94.02 ,listing1248,0,0
249,username119,Lightly Played,$81.78 ,listing1249,0,0
250,username11,Heavily Played,$50.10 ,listing1250,0,0
250,username52,Heavily Played,$77.56 ,listing1251,0,0
250,username118,Damaged,$71.48 ,listing1252,0,0
250,username169,Damaged,$12.73 ,listing1253,0,0
250,username211,Moderately Played,$97.86 ,listing1254,0,0
251,username96,Near Mint,$62.68 ,listing1255,0,0
251,username145,Lightly Played,$66.77 ,listing1256,0,0
251,username110,Moderately Played,$90.57 ,listing1257,0,0
251,username84,Near Mint,$50.69 ,listing1258,0,0
251,username52,Near Mint,$75.24 ,listing1259,0,0
252,username18,Near Mint,$60.93 ,listing1260,0,0
252,username171,Near Mint,$49.26 ,listing1261,0,0
252,username227,Moderately Played,$9.17 ,listing1262,0,0
252,username215,Lightly Played,$69.36 ,listing1263,0,0
252,username97,Lightly Played,$75.28 ,listing1264,0,0
253,username189,Near Mint,$3.68 ,listing1265,0,0
253,username160,Heavily Played,$85.10 ,listing1266,0,0
253,username101,Damaged,$67.24 ,listing1267,0,0
253,username131,Damaged,$80.85 ,listing1268,0,0
253,username113,Lightly Played,$94.42 ,listing1269,0,0
254,username103,Lightly Played,$78.37 ,listing1270,0,0
254,username17,Damaged,$36.71 ,listing1271,0,0
254,username117,Damaged,$97.18 ,listing1272,0,0
254,username19,Near Mint,$12.69 ,listing1273,0,0
254,username49,Heavily Played,$37.84 ,listing1274,0,0
255,username38,Damaged,$68.82 ,listing1275,0,0
255,username184,Damaged,$8.54 ,listing1276,0,0
255,username99,Heavily Played,$68.19 ,listing1277,0,0
255,username207,Heavily Played,$55.91 ,listing1278,0,0
255,username137,Moderately Played,$27.78 ,listing1279,0,0
256,username59,Lightly Played,$74.42 ,listing1280,0,0
256,username13,Near Mint,$13.71 ,listing1281,0,0
256,username182,Moderately Played,$88.18 ,listing1282,0,0
256,username51,Near Mint,$65.03 ,listing1283,0,0
256,username106,Near Mint,$96.61 ,listing1284,0,0
257,username37,Damaged,$18.56 ,listing1285,0,0
257,username75,Moderately Played,$37.50 ,listing1286,0,0
257,username220,Heavily Played,$75.98 ,listing1287,0,0
257,username102,Damaged,$92.49 ,listing1288,0,0
257,username19,Moderately Played,$20.89 ,listing1289,0,0
258,username229,Lightly Played,$10.97 ,listing1290,0,0
258,username223,Near Mint,$17.08 ,listing1291,0,0
258,username174,Moderately Played,$34.12 ,listing1292,0,0
258,username178,Heavily Played,$0.06 ,listing1293,0,0
258,username176,Damaged,$53.58 ,listing1294,0,0
259,username231,Damaged,$63.80 ,listing1295,0,0
259,username125,Moderately Played,$71.25 ,listing1296,0,0
259,username179,Damaged,$56.61 ,listing1297,0,0
259,username113,Lightly Played,$22.06 ,listing1298,0,0
259,username124,Lightly Played,$20.58 ,listing1299,0,0
260,username208,Damaged,$72.59 ,listing1300,0,0
260,username137,Heavily Played,$12.89 ,listing1301,0,0
260,username120,Moderately Played,$16.62 ,listing1302,0,0
260,username101,Near Mint,$71 ,listing1303,0,0
260,username165,Moderately Played,$87.28 ,listing1304,0,0
261,username211,Near Mint,$84.16 ,listing1305,0,0
261,username116,Damaged,$22.85 ,listing1306,0,0
261,username96,Damaged,$93.84 ,listing1307,0,0
261,username102,Near Mint,$12.30 ,listing1308,0,0
261,username83,Damaged,$61.95 ,listing1309,0,0
262,username204,Damaged,$16.48 ,listing1310,0,0
262,username227,Heavily Played,$42.20 ,listing1311,0,0
262,username141,Lightly Played,$59.17 ,listing1312,0,0
262,username248,Heavily Played,$69.14 ,listing1313,0,0
262,username75,Lightly Played,$34.96 ,listing1314,0,0
263,username27,Near Mint,$40.72 ,listing1315,0,0
263,username49,Near Mint,$22.44 ,listing1316,0,0
263,username113,Damaged,$72.79 ,listing1317,0,0
263,username55,Near Mint,$18.61 ,listing1318,0,0
263,username201,Lightly Played,$35.58 ,listing1319,0,0
264,username238,Lightly Played,$90.32 ,listing1320,0,0
264,username101,Heavily Played,$2.17 ,listing1321,0,0
264,username106,Moderately Played,$47.95 ,listing1322,0,0
264,username5,Heavily Played,$63.52 ,listing1323,0,0
264,username40,Lightly Played,$92.09 ,listing1324,0,0
265,username189,Near Mint,$58.07 ,listing1325,0,0
265,username179,Lightly Played,$44.51 ,listing1326,0,0
265,username12,Lightly Played,$45.90 ,listing1327,0,0
265,username78,Moderately Played,$3.34 ,listing1328,0,0
265,username133,Damaged,$90.25 ,listing1329,0,0
266,username86,Damaged,$37.93 ,listing1330,0,0
266,username106,Heavily Played,$77.63 ,listing1331,0,0
266,username118,Damaged,$95.89 ,listing1332,0,0
266,username169,Damaged,$83.13 ,listing1333,0,0
266,username101,Lightly Played,$61.07 ,listing1334,0,0
267,username64,Near Mint,$82.94 ,listing1335,0,0
267,username155,Near Mint,$21.90 ,listing1336,0,0
267,username116,Damaged,$67.89 ,listing1337,0,0
267,username149,Moderately Played,$78.58 ,listing1338,0,0
267,username131,Lightly Played,$76.20 ,listing1339,0,0
268,username114,Heavily Played,$53.65 ,listing1340,0,0
268,username232,Moderately Played,$8.91 ,listing1341,0,0
268,username190,Moderately Played,$23.35 ,listing1342,0,0
268,username214,Moderately Played,$86.53 ,listing1343,0,0
268,username79,Heavily Played,$32.24 ,listing1344,0,0
269,username69,Moderately Played,$9.26 ,listing1345,0,0
269,username76,Near Mint,$49.83 ,listing1346,0,0
269,username41,Heavily Played,$92.34 ,listing1347,0,0
269,username238,Moderately Played,$62.63 ,listing1348,0,0
269,username121,Damaged,$78.68 ,listing1349,0,0
270,username176,Moderately Played,$94.47 ,listing1350,0,0
270,username94,Damaged,$46.20 ,listing1351,0,0
270,username60,Near Mint,$31.46 ,listing1352,0,0
270,username169,Lightly Played,$54.42 ,listing1353,0,0
270,username69,Damaged,$44.65 ,listing1354,0,0
271,username163,Lightly Played,$35.12 ,listing1355,0,0
271,username52,Moderately Played,$48.06 ,listing1356,0,0
271,username46,Damaged,$7.51 ,listing1357,0,0
271,username215,Near Mint,$16.82 ,listing1358,0,0
271,username63,Damaged,$91.92 ,listing1359,0,0
272,username171,Heavily Played,$93.57 ,listing1360,0,0
272,username175,Lightly Played,$74.38 ,listing1361,0,0
272,username249,Lightly Played,$24.92 ,listing1362,0,0
272,username184,Near Mint,$52.40 ,listing1363,0,0
272,username63,Moderately Played,$58.21 ,listing1364,0,0
273,username88,Damaged,$40.83 ,listing1365,0,0
273,username55,Near Mint,$62.58 ,listing1366,0,0
273,username202,Lightly Played,$57.20 ,listing1367,0,0
273,username228,Damaged,$34.41 ,listing1368,0,0
273,username144,Near Mint,$23.06 ,listing1369,0,0
274,username134,Damaged,$63.38 ,listing1370,0,0
274,username132,Near Mint,$65.30 ,listing1371,0,0
274,username229,Near Mint,$77.05 ,listing1372,0,0
274,username118,Heavily Played,$96.82 ,listing1373,0,0
274,username93,Moderately Played,$54.39 ,listing1374,0,0
275,username111,Heavily Played,$21.21 ,listing1375,0,0
275,username10,Moderately Played,$69.88 ,listing1376,0,0
275,username5,Near Mint,$4.85 ,listing1377,0,0
275,username96,Heavily Played,$92.25 ,listing1378,0,0
275,username127,Damaged,$72.43 ,listing1379,0,0
276,username120,Moderately Played,$14.87 ,listing1380,0,0
276,username120,Moderately Played,$78.76 ,listing1381,0,0
276,username89,Lightly Played,$34.87 ,listing1382,0,0
276,username214,Near Mint,$95.33 ,listing1383,0,0
276,username4,Heavily Played,$2.36 ,listing1384,0,0
277,username46,Lightly Played,$79.74 ,listing1385,0,0
277,username22,Damaged,$84.90 ,listing1386,0,0
277,username9,Moderately Played,$90.87 ,listing1387,0,0
277,username237,Lightly Played,$10.25 ,listing1388,0,0
277,username160,Lightly Played,$57.08 ,listing1389,0,0
278,username29,Near Mint,$13.26 ,listing1390,0,0
278,username51,Near Mint,$77.96 ,listing1391,0,0
278,username141,Lightly Played,$9.67 ,listing1392,0,0
278,username61,Moderately Played,$90.17 ,listing1393,0,0
278,username165,Damaged,$81.54 ,listing1394,0,0
279,username243,Lightly Played,$16.75 ,listing1395,0,0
279,username158,Damaged,$4.92 ,listing1396,0,0
279,username59,Heavily Played,$15.98 ,listing1397,0,0
279,username136,Damaged,$5.97 ,listing1398,0,0
279,username149,Lightly Played,$66.22 ,listing1399,0,0
280,username229,Near Mint,$87.88 ,listing1400,0,0
280,username59,Heavily Played,$4.74 ,listing1401,0,0
280,username127,Heavily Played,$0.25 ,listing1402,0,0
280,username236,Heavily Played,$24.75 ,listing1403,0,0
280,username64,Damaged,$87.71 ,listing1404,0,0
281,username143,Near Mint,$58.52 ,listing1405,0,0
281,username183,Heavily Played,$48.25 ,listing1406,0,0
281,username87,Damaged,$5.44 ,listing1407,0,0
281,username114,Near Mint,$15.75 ,listing1408,0,0
281,username182,Moderately Played,$8.45 ,listing1409,0,0
282,username234,Damaged,$98.54 ,listing1410,0,0
282,username238,Heavily Played,$53.31 ,listing1411,0,0
282,username115,Near Mint,$18 ,listing1412,0,0
282,username114,Heavily Played,$52.92 ,listing1413,0,0
282,username150,Lightly Played,$46.46 ,listing1414,0,0
283,username153,Damaged,$32.66 ,listing1415,0,0
283,username219,Heavily Played,$13.36 ,listing1416,0,0
283,username73,Damaged,$80.84 ,listing1417,0,0
283,username23,Heavily Played,$32.69 ,listing1418,0,0
283,username147,Near Mint,$42.83 ,listing1419,0,0
284,username149,Near Mint,$67.56 ,listing1420,0,0
284,username158,Heavily Played,$72.73 ,listing1421,0,0
284,username106,Heavily Played,$49.10 ,listing1422,0,0
284,username14,Lightly Played,$1.57 ,listing1423,0,0
284,username232,Heavily Played,$80.52 ,listing1424,0,0
285,username139,Heavily Played,$0.54 ,listing1425,0,0
285,username89,Damaged,$65.73 ,listing1426,0,0
285,username97,Moderately Played,$86.28 ,listing1427,0,0
285,username192,Damaged,$6.43 ,listing1428,0,0
285,username2,Near Mint,$15.27 ,listing1429,0,0
286,username95,Near Mint,$16.74 ,listing1430,0,0
286,username181,Lightly Played,$36.82 ,listing1431,0,0
286,username249,Heavily Played,$68.89 ,listing1432,0,0
286,username242,Damaged,$98.40 ,listing1433,0,0
286,username94,Moderately Played,$61.05 ,listing1434,0,0
287,username138,Near Mint,$17.72 ,listing1435,0,0
287,username19,Lightly Played,$15.59 ,listing1436,0,0
287,username42,Moderately Played,$58.35 ,listing1437,0,0
287,username114,Lightly Played,$33 ,listing1438,0,0
287,username213,Near Mint,$9.26 ,listing1439,0,0
288,username21,Heavily Played,$69.85 ,listing1440,0,0
288,username145,Lightly Played,$84.66 ,listing1441,0,0
288,username55,Damaged,$87.26 ,listing1442,0,0
288,username193,Lightly Played,$76.33 ,listing1443,0,0
288,username127,Lightly Played,$40.49 ,listing1444,0,0
289,username67,Heavily Played,$14.37 ,listing1445,0,0
289,username55,Damaged,$97.47 ,listing1446,0,0
289,username142,Moderately Played,$1.06 ,listing1447,0,0
289,username167,Heavily Played,$93.41 ,listing1448,0,0
289,username27,Near Mint,$73.60 ,listing1449,0,0
290,username37,Lightly Played,$46.61 ,listing1450,0,0
290,username239,Moderately Played,$22.73 ,listing1451,0,0
290,username208,Lightly Played,$98.98 ,listing1452,0,0
290,username53,Lightly Played,$38.28 ,listing1453,0,0
290,username110,Heavily Played,$41.73 ,listing1454,0,0
291,username87,Damaged,$22.66 ,listing1455,0,0
291,username229,Lightly Played,$63.82 ,listing1456,0,0
291,username218,Moderately Played,$71.98 ,listing1457,0,0
291,username242,Near Mint,$74.49 ,listing1458,0,0
291,username193,Moderately Played,$58.22 ,listing1459,0,0
292,username2,Damaged,$0.24 ,listing1460,0,0
292,username72,Damaged,$24.14 ,listing1461,0,0
292,username73,Heavily Played,$46.37 ,listing1462,0,0
292,username115,Near Mint,$60.86 ,listing1463,0,0
292,username169,Near Mint,$45.85 ,listing1464,0,0
293,username145,Moderately Played,$59.69 ,listing1465,0,0
293,username97,Damaged,$80.05 ,listing1466,0,0
293,username37,Lightly Played,$65.19 ,listing1467,0,0
293,username21,Near Mint,$80.26 ,listing1468,0,0
293,username166,Moderately Played,$29.69 ,listing1469,0,0
294,username12,Lightly Played,$26.52 ,listing1470,0,0
294,username165,Near Mint,$12.47 ,listing1471,0,0
294,username104,Near Mint,$60.99 ,listing1472,0,0
294,username18,Moderately Played,$50.71 ,listing1473,0,0
294,username193,Moderately Played,$71.67 ,listing1474,0,0
295,username2,Heavily Played,$9.50 ,listing1475,0,0
295,username221,Moderately Played,$92.20 ,listing1476,0,0
295,username94,Heavily Played,$21.72 ,listing1477,0,0
295,username191,Damaged,$6.90 ,listing1478,0,0
295,username184,Lightly Played,$50.18 ,listing1479,0,0
296,username37,Lightly Played,$36.16 ,listing1480,0,0
296,username25,Damaged,$22.71 ,listing1481,0,0
296,username212,Damaged,$62.91 ,listing1482,0,0
296,username142,Moderately Played,$76.76 ,listing1483,0,0
